State,Municipality,Date,Deaths,Confirmed,Recovered,Active
México,COCOTITLÁN,2020-06-04,0,2,2,0
México,COCOTITLÁN,2020-06-08,0,2,2,0
México,COCOTITLÁN,2020-06-09,0,2,2,0
México,COCOTITLÁN,2020-06-10,0,1,1,0
México,COCOTITLÁN,2020-06-11,0,2,2,0
México,COCOTITLÁN,2020-06-15,0,2,2,0
México,COCOTITLÁN,2020-06-16,0,1,1,0
México,COCOTITLÁN,2020-06-17,0,2,2,0
México,COCOTITLÁN,2020-06-19,0,1,1,0
México,COCOTITLÁN,2020-06-21,0,3,3,0
México,COCOTITLÁN,2020-06-24,0,1,1,0
México,COCOTITLÁN,2020-06-26,0,1,1,0
México,COCOTITLÁN,2020-06-30,0,1,1,0
México,COCOTITLÁN,2020-07-07,0,1,0,1
México,COCOTITLÁN,2020-07-10,0,1,0,1
México,COCOTITLÁN,2020-07-13,0,1,0,1
México,COYOTEPEC,2020-04-06,1,1,0,0
México,COYOTEPEC,2020-04-12,1,1,0,0
México,COYOTEPEC,2020-04-17,1,1,0,0
México,COYOTEPEC,2020-04-18,0,1,1,0
México,COYOTEPEC,2020-04-19,1,1,0,0
México,COYOTEPEC,2020-04-21,0,2,2,0
México,COYOTEPEC,2020-04-23,0,1,1,0
México,COYOTEPEC,2020-04-24,0,1,1,0
México,COYOTEPEC,2020-04-27,0,1,1,0
México,COYOTEPEC,2020-04-29,0,1,1,0
México,COYOTEPEC,2020-05-02,0,1,1,0
México,COYOTEPEC,2020-05-04,1,2,1,0
México,COYOTEPEC,2020-05-05,0,1,1,0
México,COYOTEPEC,2020-05-06,0,2,2,0
México,COYOTEPEC,2020-05-08,0,1,1,0
México,COYOTEPEC,2020-05-10,0,1,1,0
México,COYOTEPEC,2020-05-11,0,5,5,0
México,COYOTEPEC,2020-05-12,0,1,1,0
México,COYOTEPEC,2020-05-13,0,2,2,0
México,COYOTEPEC,2020-05-15,0,1,1,0
México,COYOTEPEC,2020-05-16,0,2,2,0
México,COYOTEPEC,2020-05-18,1,1,0,0
México,COYOTEPEC,2020-05-19,0,2,2,0
México,COYOTEPEC,2020-05-20,0,4,4,0
México,COYOTEPEC,2020-05-22,0,1,1,0
México,COYOTEPEC,2020-05-24,0,1,1,0
México,COYOTEPEC,2020-05-25,0,6,6,0
México,COYOTEPEC,2020-05-26,0,5,5,0
México,COYOTEPEC,2020-05-27,3,5,2,0
México,COYOTEPEC,2020-05-28,0,3,3,0
México,COYOTEPEC,2020-05-29,1,3,2,0
México,COYOTEPEC,2020-05-30,0,1,1,0
México,COYOTEPEC,2020-05-31,0,2,2,0
México,COYOTEPEC,2020-06-01,3,4,1,0
México,COYOTEPEC,2020-06-02,0,3,3,0
México,COYOTEPEC,2020-06-03,0,4,4,0
México,COYOTEPEC,2020-06-04,0,2,2,0
México,COYOTEPEC,2020-06-05,1,1,0,0
México,COYOTEPEC,2020-06-06,1,1,0,0
México,COYOTEPEC,2020-06-08,2,3,1,0
México,COYOTEPEC,2020-06-09,1,7,6,0
México,COYOTEPEC,2020-06-10,0,4,4,0
México,COYOTEPEC,2020-06-12,0,4,4,0
México,COYOTEPEC,2020-06-13,2,5,3,0
México,COYOTEPEC,2020-06-14,0,1,1,0
México,COYOTEPEC,2020-06-15,0,4,4,0
México,COYOTEPEC,2020-06-16,0,4,4,0
México,COYOTEPEC,2020-06-17,0,3,3,0
México,COYOTEPEC,2020-06-18,0,2,2,0
México,COYOTEPEC,2020-06-19,0,1,1,0
México,COYOTEPEC,2020-06-20,0,2,2,0
México,COYOTEPEC,2020-06-21,0,1,1,0
México,COYOTEPEC,2020-06-22,0,2,2,0
México,COYOTEPEC,2020-06-23,0,1,1,0
México,COYOTEPEC,2020-06-25,0,2,2,0
México,COYOTEPEC,2020-06-26,0,2,2,0
México,COYOTEPEC,2020-06-27,0,1,1,0
México,COYOTEPEC,2020-06-28,0,2,2,0
México,COYOTEPEC,2020-06-29,0,4,4,0
México,COYOTEPEC,2020-06-30,0,3,3,0
México,COYOTEPEC,2020-07-01,0,1,1,0
México,COYOTEPEC,2020-07-03,0,1,1,0
México,COYOTEPEC,2020-07-06,0,1,0,1
México,COYOTEPEC,2020-07-07,1,3,0,2
México,COYOTEPEC,2020-07-08,0,1,0,1
México,CUAUTITLÁN,2020-03-09,0,2,2,0
México,CUAUTITLÁN,2020-03-12,0,1,1,0
México,CUAUTITLÁN,2020-03-14,0,1,1,0
México,CUAUTITLÁN,2020-03-21,0,1,1,0
México,CUAUTITLÁN,2020-03-22,0,2,2,0
México,CUAUTITLÁN,2020-03-25,0,1,1,0
México,CUAUTITLÁN,2020-03-27,0,2,2,0
México,CUAUTITLÁN,2020-03-28,1,1,0,0
México,CUAUTITLÁN,2020-03-30,1,2,1,0
México,CUAUTITLÁN,2020-03-31,0,1,1,0
México,CUAUTITLÁN,2020-04-01,0,1,1,0
México,CUAUTITLÁN,2020-04-02,0,2,2,0
México,CUAUTITLÁN,2020-04-03,0,1,1,0
México,CUAUTITLÁN,2020-04-04,0,7,7,0
México,CUAUTITLÁN,2020-04-05,0,2,2,0
México,CUAUTITLÁN,2020-04-06,0,2,2,0
México,CUAUTITLÁN,2020-04-07,0,3,3,0
México,CUAUTITLÁN,2020-04-08,0,2,2,0
México,CUAUTITLÁN,2020-04-09,1,5,4,0
México,CUAUTITLÁN,2020-04-10,1,1,0,0
México,CUAUTITLÁN,2020-04-11,1,3,2,0
México,CUAUTITLÁN,2020-04-12,1,5,4,0
México,CUAUTITLÁN,2020-04-13,0,2,2,0
México,CUAUTITLÁN,2020-04-14,0,2,2,0
México,CUAUTITLÁN,2020-04-15,0,2,2,0
México,CUAUTITLÁN,2020-04-16,0,4,4,0
México,CUAUTITLÁN,2020-04-17,3,8,5,0
México,CUAUTITLÁN,2020-04-18,0,6,6,0
México,CUAUTITLÁN,2020-04-19,3,9,6,0
México,CUAUTITLÁN,2020-04-20,3,6,3,0
México,CUAUTITLÁN,2020-04-21,0,4,4,0
México,CUAUTITLÁN,2020-04-22,0,1,1,0
México,CUAUTITLÁN,2020-04-23,0,4,4,0
México,CUAUTITLÁN,2020-04-24,1,4,3,0
México,CUAUTITLÁN,2020-04-25,0,2,2,0
México,CUAUTITLÁN,2020-04-26,0,5,5,0
México,CUAUTITLÁN,2020-04-27,1,5,4,0
México,CUAUTITLÁN,2020-04-28,0,4,4,0
México,CUAUTITLÁN,2020-04-29,2,5,3,0
México,CUAUTITLÁN,2020-04-30,0,7,7,0
México,CUAUTITLÁN,2020-05-01,0,1,1,0
México,CUAUTITLÁN,2020-05-02,0,7,7,0
México,CUAUTITLÁN,2020-05-03,0,4,4,0
México,CUAUTITLÁN,2020-05-04,0,4,4,0
México,CUAUTITLÁN,2020-05-05,2,10,8,0
México,CUAUTITLÁN,2020-05-06,0,6,6,0
México,CUAUTITLÁN,2020-05-07,1,10,9,0
México,CUAUTITLÁN,2020-05-08,4,8,4,0
México,CUAUTITLÁN,2020-05-09,2,11,9,0
México,CUAUTITLÁN,2020-05-10,0,9,9,0
México,CUAUTITLÁN,2020-05-11,0,11,11,0
México,CUAUTITLÁN,2020-05-12,2,8,6,0
México,CUAUTITLÁN,2020-05-13,1,13,12,0
México,CUAUTITLÁN,2020-05-14,4,16,12,0
México,CUAUTITLÁN,2020-05-15,2,18,16,0
México,CUAUTITLÁN,2020-05-16,0,10,10,0
México,CUAUTITLÁN,2020-05-17,0,11,11,0
México,CUAUTITLÁN,2020-05-18,1,18,17,0
México,CUAUTITLÁN,2020-05-19,3,23,20,0
México,CUAUTITLÁN,2020-05-20,1,13,12,0
México,CUAUTITLÁN,2020-05-21,1,10,9,0
México,CUAUTITLÁN,2020-05-22,2,15,13,0
México,CUAUTITLÁN,2020-05-23,1,7,6,0
México,CUAUTITLÁN,2020-05-24,1,15,14,0
México,CUAUTITLÁN,2020-05-25,1,10,9,0
México,CUAUTITLÁN,2020-05-26,2,14,12,0
México,CUAUTITLÁN,2020-05-27,1,15,14,0
México,CUAUTITLÁN,2020-05-28,0,1,1,0
México,CUAUTITLÁN,2020-05-29,0,12,12,0
México,CUAUTITLÁN,2020-05-30,0,7,7,0
México,CUAUTITLÁN,2020-05-31,3,9,6,0
México,CUAUTITLÁN,2020-06-01,0,17,17,0
México,CUAUTITLÁN,2020-06-02,1,8,7,0
México,CUAUTITLÁN,2020-06-03,2,19,17,0
México,CUAUTITLÁN,2020-06-04,1,10,9,0
México,CUAUTITLÁN,2020-06-05,1,13,12,0
México,CUAUTITLÁN,2020-06-06,1,19,18,0
México,CUAUTITLÁN,2020-06-07,3,19,16,0
México,CUAUTITLÁN,2020-06-08,1,14,13,0
México,CUAUTITLÁN,2020-06-09,0,17,17,0
México,CUAUTITLÁN,2020-06-10,1,16,15,0
México,CUAUTITLÁN,2020-06-11,2,15,13,0
México,CUAUTITLÁN,2020-06-12,3,11,8,0
México,CUAUTITLÁN,2020-06-13,0,11,11,0
México,CUAUTITLÁN,2020-06-14,1,14,13,0
México,CUAUTITLÁN,2020-06-15,3,24,21,0
México,CUAUTITLÁN,2020-06-16,1,11,10,0
México,CUAUTITLÁN,2020-06-17,1,8,7,0
México,CUAUTITLÁN,2020-06-18,2,15,13,0
México,CUAUTITLÁN,2020-06-19,1,11,10,0
México,CUAUTITLÁN,2020-06-20,0,10,10,0
México,CUAUTITLÁN,2020-06-21,0,9,9,0
México,CUAUTITLÁN,2020-06-22,0,8,8,0
México,CUAUTITLÁN,2020-06-23,2,13,11,0
México,CUAUTITLÁN,2020-06-24,0,6,6,0
México,CUAUTITLÁN,2020-06-25,1,9,8,0
México,CUAUTITLÁN,2020-06-26,0,10,10,0
México,CUAUTITLÁN,2020-06-27,1,11,10,0
México,CUAUTITLÁN,2020-06-28,0,6,6,0
México,CUAUTITLÁN,2020-06-29,0,6,6,0
México,CUAUTITLÁN,2020-06-30,1,8,7,0
México,CUAUTITLÁN,2020-07-01,1,12,11,0
México,CUAUTITLÁN,2020-07-02,1,7,6,0
México,CUAUTITLÁN,2020-07-03,0,2,2,0
México,CUAUTITLÁN,2020-07-04,0,4,4,0
México,CUAUTITLÁN,2020-07-05,0,3,3,0
México,CUAUTITLÁN,2020-07-06,0,4,0,4
México,CUAUTITLÁN,2020-07-07,1,11,0,10
México,CUAUTITLÁN,2020-07-08,1,10,0,9
México,CUAUTITLÁN,2020-07-09,0,3,0,3
México,CUAUTITLÁN,2020-07-10,0,1,0,1
México,CUAUTITLÁN,2020-07-11,0,3,0,3
México,CUAUTITLÁN,2020-07-13,0,2,0,2
México,CUAUTITLÁN,2020-07-14,0,1,0,1
México,CUAUTITLÁN,2020-07-15,0,2,0,2
México,CUAUTITLÁN,2020-07-16,0,3,0,3
México,CUAUTITLÁN,2020-07-18,0,1,0,1
México,CUAUTITLÁN IZCALLI,2020-03-02,1,1,0,0
México,CUAUTITLÁN IZCALLI,2020-03-10,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-03-16,0,2,2,0
México,CUAUTITLÁN IZCALLI,2020-03-17,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-03-20,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-03-21,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-03-22,1,3,2,0
México,CUAUTITLÁN IZCALLI,2020-03-23,1,2,1,0
México,CUAUTITLÁN IZCALLI,2020-03-24,1,1,0,0
México,CUAUTITLÁN IZCALLI,2020-03-25,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-03-26,0,3,3,0
México,CUAUTITLÁN IZCALLI,2020-03-27,1,3,2,0
México,CUAUTITLÁN IZCALLI,2020-03-28,1,4,3,0
México,CUAUTITLÁN IZCALLI,2020-03-29,0,2,2,0
México,CUAUTITLÁN IZCALLI,2020-03-30,0,6,6,0
México,CUAUTITLÁN IZCALLI,2020-03-31,0,2,2,0
México,CUAUTITLÁN IZCALLI,2020-04-01,3,4,1,0
México,CUAUTITLÁN IZCALLI,2020-04-02,1,2,1,0
México,CUAUTITLÁN IZCALLI,2020-04-05,0,1,1,0
México,CUAUTITLÁN IZCALLI,2020-04-06,1,3,2,0
México,CUAUTITLÁN IZCALLI,2020-04-07,0,3,3,0
México,CUAUTITLÁN IZCALLI,2020-04-08,1,8,7,0
México,CUAUTITLÁN IZCALLI,2020-04-09,0,3,3,0
México,CUAUTITLÁN IZCALLI,2020-04-10,2,6,4,0
México,CUAUTITLÁN IZCALLI,2020-04-11,1,5,4,0
México,CUAUTITLÁN IZCALLI,2020-04-12,2,4,2,0
México,CUAUTITLÁN IZCALLI,2020-04-13,0,2,2,0
México,CUAUTITLÁN IZCALLI,2020-04-14,1,5,4,0
México,CUAUTITLÁN IZCALLI,2020-04-15,1,3,2,0
México,CUAUTITLÁN IZCALLI,2020-04-16,2,12,10,0
México,CUAUTITLÁN IZCALLI,2020-04-17,3,7,4,0
México,CUAUTITLÁN IZCALLI,2020-04-18,1,5,4,0
México,CUAUTITLÁN IZCALLI,2020-04-19,2,7,5,0
México,CUAUTITLÁN IZCALLI,2020-04-20,8,11,3,0
México,CUAUTITLÁN IZCALLI,2020-04-21,4,11,7,0
México,CUAUTITLÁN IZCALLI,2020-04-22,6,15,9,0
México,CUAUTITLÁN IZCALLI,2020-04-23,5,7,2,0
México,CUAUTITLÁN IZCALLI,2020-04-24,1,5,4,0
México,CUAUTITLÁN IZCALLI,2020-04-25,3,7,4,0
México,CUAUTITLÁN IZCALLI,2020-04-26,0,8,8,0
México,CUAUTITLÁN IZCALLI,2020-04-27,8,17,9,0
México,CUAUTITLÁN IZCALLI,2020-04-28,6,13,7,0
México,CUAUTITLÁN IZCALLI,2020-04-29,6,9,3,0
México,CUAUTITLÁN IZCALLI,2020-04-30,2,9,7,0
México,CUAUTITLÁN IZCALLI,2020-05-01,1,8,7,0
México,CUAUTITLÁN IZCALLI,2020-05-02,2,11,9,0
México,CUAUTITLÁN IZCALLI,2020-05-03,2,9,7,0
México,CUAUTITLÁN IZCALLI,2020-05-04,6,18,12,0
México,CUAUTITLÁN IZCALLI,2020-05-05,3,13,10,0
México,CUAUTITLÁN IZCALLI,2020-05-06,0,4,4,0
México,CUAUTITLÁN IZCALLI,2020-05-07,3,10,7,0
México,CUAUTITLÁN IZCALLI,2020-05-08,1,4,3,0
México,CUAUTITLÁN IZCALLI,2020-05-09,4,9,5,0
México,CUAUTITLÁN IZCALLI,2020-05-10,0,6,6,0
México,CUAUTITLÁN IZCALLI,2020-05-11,4,11,7,0
México,CUAUTITLÁN IZCALLI,2020-05-12,1,4,3,0
México,CUAUTITLÁN IZCALLI,2020-05-13,2,10,8,0
México,CUAUTITLÁN IZCALLI,2020-05-14,2,11,9,0
México,CUAUTITLÁN IZCALLI,2020-05-15,2,10,8,0
México,CUAUTITLÁN IZCALLI,2020-05-16,1,8,7,0
México,CUAUTITLÁN IZCALLI,2020-05-17,1,4,3,0
México,CUAUTITLÁN IZCALLI,2020-05-18,6,20,14,0
México,CUAUTITLÁN IZCALLI,2020-05-19,3,9,6,0
México,CUAUTITLÁN IZCALLI,2020-05-20,5,15,10,0
México,CUAUTITLÁN IZCALLI,2020-05-21,1,10,9,0
México,CUAUTITLÁN IZCALLI,2020-05-22,2,14,12,0
México,CUAUTITLÁN IZCALLI,2020-05-23,2,11,9,0
México,CUAUTITLÁN IZCALLI,2020-05-24,4,12,8,0
México,CUAUTITLÁN IZCALLI,2020-05-25,4,13,9,0
México,CUAUTITLÁN IZCALLI,2020-05-26,2,15,13,0
México,CUAUTITLÁN IZCALLI,2020-05-27,1,17,16,0
México,CUAUTITLÁN IZCALLI,2020-05-28,1,7,6,0
México,CUAUTITLÁN IZCALLI,2020-05-29,0,21,21,0
México,CUAUTITLÁN IZCALLI,2020-05-30,4,14,10,0
México,CUAUTITLÁN IZCALLI,2020-05-31,3,12,9,0
México,CUAUTITLÁN IZCALLI,2020-06-01,6,20,14,0
México,CUAUTITLÁN IZCALLI,2020-06-02,2,11,9,0
México,CUAUTITLÁN IZCALLI,2020-06-03,0,11,11,0
México,CUAUTITLÁN IZCALLI,2020-06-04,2,13,11,0
México,CUAUTITLÁN IZCALLI,2020-06-05,5,14,9,0
México,CUAUTITLÁN IZCALLI,2020-06-06,5,18,13,0
México,CUAUTITLÁN IZCALLI,2020-06-07,1,10,9,0
México,CUAUTITLÁN IZCALLI,2020-06-08,1,18,17,0
México,CUAUTITLÁN IZCALLI,2020-06-09,2,14,12,0
México,CUAUTITLÁN IZCALLI,2020-06-10,2,13,11,0
México,CUAUTITLÁN IZCALLI,2020-06-11,1,12,11,0
México,CUAUTITLÁN IZCALLI,2020-06-12,2,14,12,0
México,CUAUTITLÁN IZCALLI,2020-06-13,3,17,14,0
México,CUAUTITLÁN IZCALLI,2020-06-14,3,11,8,0
México,CUAUTITLÁN IZCALLI,2020-06-15,4,18,14,0
México,CUAUTITLÁN IZCALLI,2020-06-16,0,14,14,0
México,CUAUTITLÁN IZCALLI,2020-06-17,1,18,17,0
México,CUAUTITLÁN IZCALLI,2020-06-18,2,15,13,0
México,CUAUTITLÁN IZCALLI,2020-06-19,1,10,9,0
México,CUAUTITLÁN IZCALLI,2020-06-20,3,10,7,0
México,CUAUTITLÁN IZCALLI,2020-06-21,3,8,5,0
México,CUAUTITLÁN IZCALLI,2020-06-22,2,11,9,0
México,CUAUTITLÁN IZCALLI,2020-06-23,0,3,3,0
México,CUAUTITLÁN IZCALLI,2020-06-24,3,10,7,0
México,CUAUTITLÁN IZCALLI,2020-06-25,3,15,12,0
México,CUAUTITLÁN IZCALLI,2020-06-26,1,13,12,0
México,CUAUTITLÁN IZCALLI,2020-06-27,1,8,7,0
México,CUAUTITLÁN IZCALLI,2020-06-28,3,12,9,0
México,CUAUTITLÁN IZCALLI,2020-06-29,2,12,10,0
México,CUAUTITLÁN IZCALLI,2020-06-30,0,6,6,0
México,CUAUTITLÁN IZCALLI,2020-07-01,3,16,13,0
México,CUAUTITLÁN IZCALLI,2020-07-02,0,11,11,0
México,CUAUTITLÁN IZCALLI,2020-07-03,1,15,14,0
México,CUAUTITLÁN IZCALLI,2020-07-04,0,5,5,0
México,CUAUTITLÁN IZCALLI,2020-07-05,0,8,8,0
México,CUAUTITLÁN IZCALLI,2020-07-06,0,10,0,10
México,CUAUTITLÁN IZCALLI,2020-07-07,1,6,0,5
México,CUAUTITLÁN IZCALLI,2020-07-08,0,6,0,6
México,CUAUTITLÁN IZCALLI,2020-07-09,1,6,0,5
México,CUAUTITLÁN IZCALLI,2020-07-10,0,4,0,4
México,CUAUTITLÁN IZCALLI,2020-07-11,1,3,0,2
México,CUAUTITLÁN IZCALLI,2020-07-12,0,2,0,2
México,CUAUTITLÁN IZCALLI,2020-07-13,0,1,0,1
México,CUAUTITLÁN IZCALLI,2020-07-15,0,1,0,1
México,CUAUTITLÁN IZCALLI,2020-07-16,0,1,0,1
México,DONATO GUERRA,2020-04-30,1,1,0,0
México,DONATO GUERRA,2020-05-12,0,1,1,0
México,DONATO GUERRA,2020-05-15,1,1,0,0
México,DONATO GUERRA,2020-05-21,0,2,2,0
México,DONATO GUERRA,2020-05-22,1,2,1,0
México,DONATO GUERRA,2020-06-08,0,2,2,0
México,DONATO GUERRA,2020-06-11,0,2,2,0
México,DONATO GUERRA,2020-06-15,0,1,1,0
México,DONATO GUERRA,2020-06-16,0,2,2,0
México,DONATO GUERRA,2020-06-19,0,1,1,0
México,DONATO GUERRA,2020-06-20,0,1,1,0
México,DONATO GUERRA,2020-06-23,0,1,1,0
México,DONATO GUERRA,2020-06-29,0,2,2,0
México,DONATO GUERRA,2020-06-30,0,1,1,0
México,DONATO GUERRA,2020-07-05,0,1,1,0
México,DONATO GUERRA,2020-07-10,0,1,0,1
México,ECATEPEC DE MORELOS,2020-03-03,1,1,0,0
México,ECATEPEC DE MORELOS,2020-03-08,0,1,1,0
México,ECATEPEC DE MORELOS,2020-03-12,0,1,1,0
México,ECATEPEC DE MORELOS,2020-03-15,0,2,2,0
México,ECATEPEC DE MORELOS,2020-03-16,0,2,2,0
México,ECATEPEC DE MORELOS,2020-03-17,0,1,1,0
México,ECATEPEC DE MORELOS,2020-03-20,2,2,0,0
México,ECATEPEC DE MORELOS,2020-03-21,0,2,2,0
México,ECATEPEC DE MORELOS,2020-03-22,0,1,1,0
México,ECATEPEC DE MORELOS,2020-03-23,0,2,2,0
México,ECATEPEC DE MORELOS,2020-03-25,1,3,2,0
México,ECATEPEC DE MORELOS,2020-03-26,1,8,7,0
México,ECATEPEC DE MORELOS,2020-03-27,1,10,9,0
México,ECATEPEC DE MORELOS,2020-03-28,0,3,3,0
México,ECATEPEC DE MORELOS,2020-03-29,2,5,3,0
México,ECATEPEC DE MORELOS,2020-03-30,3,10,7,0
México,ECATEPEC DE MORELOS,2020-03-31,1,11,10,0
México,ECATEPEC DE MORELOS,2020-04-01,3,13,10,0
México,ECATEPEC DE MORELOS,2020-04-02,1,4,3,0
México,ECATEPEC DE MORELOS,2020-04-03,1,8,7,0
México,ECATEPEC DE MORELOS,2020-04-04,1,7,6,0
México,ECATEPEC DE MORELOS,2020-04-05,0,9,9,0
México,ECATEPEC DE MORELOS,2020-04-06,0,10,10,0
México,ECATEPEC DE MORELOS,2020-04-07,2,8,6,0
México,ECATEPEC DE MORELOS,2020-04-08,6,15,9,0
México,ECATEPEC DE MORELOS,2020-04-09,5,18,13,0
México,ECATEPEC DE MORELOS,2020-04-10,8,23,15,0
México,ECATEPEC DE MORELOS,2020-04-11,4,19,15,0
México,ECATEPEC DE MORELOS,2020-04-12,5,20,15,0
México,ECATEPEC DE MORELOS,2020-04-13,8,20,12,0
México,ECATEPEC DE MORELOS,2020-04-14,4,22,18,0
México,ECATEPEC DE MORELOS,2020-04-15,9,28,19,0
México,ECATEPEC DE MORELOS,2020-04-16,10,29,19,0
México,ECATEPEC DE MORELOS,2020-04-17,7,34,27,0
México,ECATEPEC DE MORELOS,2020-04-18,9,36,27,0
México,ECATEPEC DE MORELOS,2020-04-19,10,33,23,0
México,ECATEPEC DE MORELOS,2020-04-20,10,44,34,0
México,ECATEPEC DE MORELOS,2020-04-21,10,43,33,0
México,ECATEPEC DE MORELOS,2020-04-22,3,28,25,0
México,ECATEPEC DE MORELOS,2020-04-23,8,29,21,0
México,ECATEPEC DE MORELOS,2020-04-24,10,38,28,0
México,ECATEPEC DE MORELOS,2020-04-25,6,35,29,0
México,ECATEPEC DE MORELOS,2020-04-26,11,42,31,0
México,ECATEPEC DE MORELOS,2020-04-27,11,36,25,0
México,ECATEPEC DE MORELOS,2020-04-28,10,48,38,0
México,ECATEPEC DE MORELOS,2020-04-29,5,28,23,0
México,ECATEPEC DE MORELOS,2020-04-30,13,53,40,0
México,ECATEPEC DE MORELOS,2020-05-01,21,73,52,0
México,ECATEPEC DE MORELOS,2020-05-02,10,35,25,0
México,ECATEPEC DE MORELOS,2020-05-03,9,46,37,0
México,ECATEPEC DE MORELOS,2020-05-04,12,41,29,0
México,ECATEPEC DE MORELOS,2020-05-05,12,56,44,0
México,ECATEPEC DE MORELOS,2020-05-06,10,41,31,0
México,ECATEPEC DE MORELOS,2020-05-07,8,41,33,0
México,ECATEPEC DE MORELOS,2020-05-08,5,50,45,0
México,ECATEPEC DE MORELOS,2020-05-09,11,46,35,0
México,ECATEPEC DE MORELOS,2020-05-10,13,83,70,0
México,ECATEPEC DE MORELOS,2020-05-11,9,48,39,0
México,ECATEPEC DE MORELOS,2020-05-12,11,47,36,0
México,ECATEPEC DE MORELOS,2020-05-13,12,58,46,0
México,ECATEPEC DE MORELOS,2020-05-14,3,45,42,0
México,ECATEPEC DE MORELOS,2020-05-15,12,73,61,0
México,ECATEPEC DE MORELOS,2020-05-16,9,57,48,0
México,ECATEPEC DE MORELOS,2020-05-17,11,54,43,0
México,ECATEPEC DE MORELOS,2020-05-18,12,88,76,0
México,ECATEPEC DE MORELOS,2020-05-19,11,66,55,0
México,ECATEPEC DE MORELOS,2020-05-20,13,94,81,0
México,ECATEPEC DE MORELOS,2020-05-21,13,44,31,0
México,ECATEPEC DE MORELOS,2020-05-22,14,80,66,0
México,ECATEPEC DE MORELOS,2020-05-23,12,60,48,0
México,ECATEPEC DE MORELOS,2020-05-24,9,47,38,0
México,ECATEPEC DE MORELOS,2020-05-25,14,88,74,0
México,ECATEPEC DE MORELOS,2020-05-26,16,78,62,0
México,ECATEPEC DE MORELOS,2020-05-27,13,71,58,0
México,ECATEPEC DE MORELOS,2020-05-28,13,81,68,0
México,ECATEPEC DE MORELOS,2020-05-29,16,71,55,0
México,ECATEPEC DE MORELOS,2020-05-30,10,76,66,0
México,ECATEPEC DE MORELOS,2020-05-31,11,76,65,0
México,ECATEPEC DE MORELOS,2020-06-01,13,122,109,0
México,ECATEPEC DE MORELOS,2020-06-02,19,79,60,0
México,ECATEPEC DE MORELOS,2020-06-03,7,82,75,0
México,ECATEPEC DE MORELOS,2020-06-04,12,89,77,0
México,ECATEPEC DE MORELOS,2020-06-05,14,87,73,0
México,ECATEPEC DE MORELOS,2020-06-06,14,76,62,0
México,ECATEPEC DE MORELOS,2020-06-07,20,79,59,0
México,ECATEPEC DE MORELOS,2020-06-08,9,99,90,0
México,ECATEPEC DE MORELOS,2020-06-09,11,76,65,0
México,ECATEPEC DE MORELOS,2020-06-10,18,94,76,0
México,ECATEPEC DE MORELOS,2020-06-11,4,64,60,0
México,ECATEPEC DE MORELOS,2020-06-12,10,68,58,0
México,ECATEPEC DE MORELOS,2020-06-13,10,51,41,0
México,ECATEPEC DE MORELOS,2020-06-14,11,63,52,0
México,ECATEPEC DE MORELOS,2020-06-15,18,107,89,0
México,ECATEPEC DE MORELOS,2020-06-16,13,89,76,0
México,ECATEPEC DE MORELOS,2020-06-17,9,63,54,0
México,ECATEPEC DE MORELOS,2020-06-18,8,47,39,0
México,ECATEPEC DE MORELOS,2020-06-19,9,59,50,0
México,ECATEPEC DE MORELOS,2020-06-20,13,93,80,0
México,ECATEPEC DE MORELOS,2020-06-21,9,47,38,0
México,ECATEPEC DE MORELOS,2020-06-22,6,50,44,0
México,ECATEPEC DE MORELOS,2020-06-23,8,54,46,0
México,ECATEPEC DE MORELOS,2020-06-24,12,58,46,0
México,ECATEPEC DE MORELOS,2020-06-25,13,69,56,0
México,ECATEPEC DE MORELOS,2020-06-26,8,67,59,0
México,ECATEPEC DE MORELOS,2020-06-27,5,36,31,0
México,ECATEPEC DE MORELOS,2020-06-28,13,83,70,0
México,ECATEPEC DE MORELOS,2020-06-29,5,60,55,0
México,ECATEPEC DE MORELOS,2020-06-30,8,79,71,0
México,ECATEPEC DE MORELOS,2020-07-01,6,96,90,0
México,ECATEPEC DE MORELOS,2020-07-02,6,47,41,0
México,ECATEPEC DE MORELOS,2020-07-03,1,67,66,0
México,ECATEPEC DE MORELOS,2020-07-04,4,41,37,0
México,ECATEPEC DE MORELOS,2020-07-05,5,48,43,0
México,ECATEPEC DE MORELOS,2020-07-06,5,52,1,46
México,ECATEPEC DE MORELOS,2020-07-07,5,57,0,52
México,ECATEPEC DE MORELOS,2020-07-08,4,48,0,44
México,ECATEPEC DE MORELOS,2020-07-09,0,29,0,29
México,ECATEPEC DE MORELOS,2020-07-10,1,40,0,39
México,ECATEPEC DE MORELOS,2020-07-11,0,15,0,15
México,ECATEPEC DE MORELOS,2020-07-12,1,15,0,14
México,ECATEPEC DE MORELOS,2020-07-13,0,19,0,19
México,ECATEPEC DE MORELOS,2020-07-14,0,14,0,14
México,ECATEPEC DE MORELOS,2020-07-15,0,8,0,8
México,ECATEPEC DE MORELOS,2020-07-16,0,3,0,3
México,ECATEPEC DE MORELOS,2020-07-18,0,1,0,1
México,ECATZINGO,2020-04-20,0,1,1,0
México,ECATZINGO,2020-04-25,0,1,1,0
